id_cliente,numero_identificacion,nombre_completo,correo_electronico,telefono,direccion,activo,creado_en,modificado_en,creado_por,modificado_por
134,1750000134,Mario Martinez Ortiz,mario.martinez134@gmail.com,+593908003082,"Av. 10 de Agosto N96-16, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
135,1750000135,Veronica Sanchez Delgado,veronica.sanchez135@gmail.com,+593908003105,"Calle Flores N10-25, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
136,1750000136,Manuel Flores Martinez,manuel.flores136@gmail.com,+593908003128,"Av. Republica N14-34, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
137,1750000137,Estefania Silva Diaz,estefania.silva137@gmail.com,+593908003151,"Calle Bolivar N18-43, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
138,1750000138,Alejandro Viteri Cabrera,alejandro.viteri138@gmail.com,+593908003174,"Av. Eloy Alfaro N22-52, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
139,1750000139,Adriana Morales Mora,adriana.morales139@gmail.com,+593908003197,"Calle Esmeraldas N26-61, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
140,1750000140,Juan Delgado Sanchez,juan.delgado140@gmail.com,+593908003220,"Av. Amazonas N30-70, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
141,1750000141,Ana Mora Alvear,ana.mora141@gmail.com,+593908003243,"Calle Guayaquil N34-79, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
142,1750000142,Luis Lopez Rivas,luis.lopez142@gmail.com,+593908003266,"Av. De los Shyris N38-88, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
143,1750000143,Gabriela Perez Lopez,gabriela.perez143@gmail.com,+593908003289,"Calle Venezuela N42-17, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
144,1750000144,Jorge Torres Flores,jorge.torres144@gmail.com,+593908003312,"Av. 10 de Agosto N46-26, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
145,1750000145,Silvia Castro Cardenas,silvia.castro145@gmail.com,+593908003335,"Calle Flores N50-35, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
146,1750000146,Jose Ortiz Solis,jose.ortiz146@gmail.com,+593908003358,"Av. Republica N54-44, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
147,1750000147,Camila Cabrera Perez,camila.cabrera147@gmail.com,+593908003381,"Calle Bolivar N58-53, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
148,1750000148,David Rivas Silva,david.rivas148@gmail.com,+593908003404,"Av. Eloy Alfaro N62-62, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
149,1750000149,Valeria Solis Espinosa,valeria.solis149@gmail.com,+593908003427,"Calle Esmeraldas N66-71, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
150,1750000150,Diego Gomez Gomez,diego.gomez150@gmail.com,+593908003450,"Av. Amazonas N70-80, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
151,1750000151,Andrea Rodriguez Torres,andrea.rodriguez151@gmail.com,+593908003473,"Calle Guayaquil N74-89, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
152,1750000152,Daniel Ramirez Viteri,daniel.ramirez152@gmail.com,+593908003496,"Av. De los Shyris N78-18, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
153,1750000153,Carla Diaz Vega,carla.diaz153@gmail.com,+593908003519,"Calle Venezuela N82-27, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
154,1750000154,Mario Alvear Rodriguez,mario.alvear154@gmail.com,+593908003542,"Av. 10 de Agosto N86-36, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
155,1750000155,Veronica Cardenas Castro,veronica.cardenas155@gmail.com,+593908003565,"Calle Flores N90-45, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
156,1750000156,Manuel Espinosa Morales,manuel.espinosa156@gmail.com,+593908003588,"Av. Republica N94-54, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
157,1750000157,Estefania Vega Paredes,estefania.vega157@gmail.com,+593908003611,"Calle Bolivar N98-63, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
158,1750000158,Alejandro Paredes Ramirez,alejandro.paredes158@gmail.com,+593908003634,"Av. Eloy Alfaro N12-72, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
159,1750000159,Adriana Martinez Ortiz,adriana.martinez159@gmail.com,+593908003657,"Calle Esmeraldas N16-81, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
160,1750000160,Juan Sanchez Delgado,juan.sanchez160@gmail.com,+593908003680,"Av. Amazonas N20-10, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
161,1750000161,Ana Flores Martinez,ana.flores161@gmail.com,+593908003703,"Calle Guayaquil N24-19, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
162,1750000162,Luis Silva Diaz,luis.silva162@gmail.com,+593908003726,"Av. De los Shyris N28-28, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
163,1750000163,Gabriela Viteri Cabrera,gabriela.viteri163@gmail.com,+593908003749,"Calle Venezuela N32-37, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
164,1750000164,Jorge Morales Mora,jorge.morales164@gmail.com,+593908003772,"Av. 10 de Agosto N36-46, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
165,1750000165,Silvia Delgado Sanchez,silvia.delgado165@gmail.com,+593908003795,"Calle Flores N40-55, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
166,1750000166,Jose Mora Alvear,jose.mora166@gmail.com,+593908003818,"Av. Republica N44-64, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
167,1750000167,Camila Lopez Rivas,camila.lopez167@gmail.com,+593908003841,"Calle Bolivar N48-73, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
168,1750000168,David Perez Lopez,david.perez168@gmail.com,+593908003864,"Av. Eloy Alfaro N52-82, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
169,1750000169,Valeria Torres Flores,valeria.torres169@gmail.com,+593908003887,"Calle Esmeraldas N56-11, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
170,1750000170,Diego Castro Cardenas,diego.castro170@gmail.com,+593908003910,"Av. Amazonas N60-20, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
171,1750000171,Andrea Ortiz Solis,andrea.ortiz171@gmail.com,+593908003933,"Calle Guayaquil N64-29, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
172,1750000172,Daniel Cabrera Perez,daniel.cabrera172@gmail.com,+593908003956,"Av. De los Shyris N68-38, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
173,1750000173,Carla Rivas Silva,carla.rivas173@gmail.com,+593908003979,"Calle Venezuela N72-47, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
174,1750000174,Mario Solis Espinosa,mario.solis174@gmail.com,+593908004002,"Av. 10 de Agosto N76-56, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
175,1750000175,Veronica Gomez Gomez,veronica.gomez175@gmail.com,+593908004025,"Calle Flores N80-65, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
176,1750000176,Manuel Rodriguez Torres,manuel.rodriguez176@gmail.com,+593908004048,"Av. Republica N84-74, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
177,1750000177,Estefania Ramirez Viteri,estefania.ramirez177@gmail.com,+593908004071,"Calle Bolivar N88-83, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
178,1750000178,Alejandro Diaz Vega,alejandro.diaz178@gmail.com,+593908004094,"Av. Eloy Alfaro N92-12, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
179,1750000179,Adriana Alvear Rodriguez,adriana.alvear179@gmail.com,+593908004117,"Calle Esmeraldas N96-21, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
180,1750000180,Juan Cardenas Castro,juan.cardenas180@gmail.com,+593908004140,"Av. Amazonas N10-30, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
181,1750000181,Ana Espinosa Morales,ana.espinosa181@gmail.com,+593908004163,"Calle Guayaquil N14-39, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
182,1750000182,Luis Vega Paredes,luis.vega182@gmail.com,+593908004186,"Av. De los Shyris N18-48, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
183,1750000183,Gabriela Paredes Ramirez,gabriela.paredes183@gmail.com,+593908004209,"Calle Venezuela N22-57, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
184,1750000184,Jorge Martinez Ortiz,jorge.martinez184@gmail.com,+593908004232,"Av. 10 de Agosto N26-66, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
185,1750000185,Silvia Sanchez Delgado,silvia.sanchez185@gmail.com,+593908004255,"Calle Flores N30-75, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
186,1750000186,Jose Flores Martinez,jose.flores186@gmail.com,+593908004278,"Av. Republica N34-84, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
187,1750000187,Camila Silva Diaz,camila.silva187@gmail.com,+593908004301,"Calle Bolivar N38-13, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
188,1750000188,David Viteri Cabrera,david.viteri188@gmail.com,+593908004324,"Av. Eloy Alfaro N42-22, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
189,1750000189,Valeria Morales Mora,valeria.morales189@gmail.com,+593908004347,"Calle Esmeraldas N46-31, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
190,1750000190,Diego Delgado Sanchez,diego.delgado190@gmail.com,+593908004370,"Av. Amazonas N50-40, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
191,1750000191,Andrea Mora Alvear,andrea.mora191@gmail.com,+593908004393,"Calle Guayaquil N54-49, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
192,1750000192,Daniel Lopez Rivas,daniel.lopez192@gmail.com,+593908004416,"Av. De los Shyris N58-58, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
193,1750000193,Carla Perez Lopez,carla.perez193@gmail.com,+593908004439,"Calle Venezuela N62-67, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
194,1750000194,Mario Torres Flores,mario.torres194@gmail.com,+593908004462,"Av. 10 de Agosto N66-76, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
195,1750000195,Veronica Castro Cardenas,veronica.castro195@gmail.com,+593908004485,"Calle Flores N70-85, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
196,1750000196,Manuel Ortiz Solis,manuel.ortiz196@gmail.com,+593908004508,"Av. Republica N74-14, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
197,1750000197,Estefania Cabrera Perez,estefania.cabrera197@gmail.com,+593908004531,"Calle Bolivar N78-23, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
198,1750000198,Alejandro Rivas Silva,alejandro.rivas198@gmail.com,+593908004554,"Av. Eloy Alfaro N82-32, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
199,1750000199,Adriana Solis Espinosa,adriana.solis199@gmail.com,+593908004577,"Calle Esmeraldas N86-41, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
200,1750000200,Juan Gomez Gomez,juan.gomez200@gmail.com,+593908004600,"Av. Amazonas N90-50, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
201,1750000201,Ana Rodriguez Torres,ana.rodriguez201@gmail.com,+593908004623,"Calle Guayaquil N94-59, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
202,1750000202,Luis Ramirez Viteri,luis.ramirez202@gmail.com,+593908004646,"Av. De los Shyris N98-68, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
203,1750000203,Gabriela Diaz Vega,gabriela.diaz203@gmail.com,+593908004669,"Calle Venezuela N12-77, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
204,1750000204,Jorge Alvear Rodriguez,jorge.alvear204@gmail.com,+593908004692,"Av. 10 de Agosto N16-86, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
205,1750000205,Silvia Cardenas Castro,silvia.cardenas205@gmail.com,+593908004715,"Calle Flores N20-15, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
206,1750000206,Jose Espinosa Morales,jose.espinosa206@gmail.com,+593908004738,"Av. Republica N24-24, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
207,1750000207,Camila Vega Paredes,camila.vega207@gmail.com,+593908004761,"Calle Bolivar N28-33, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
208,1750000208,David Paredes Ramirez,david.paredes208@gmail.com,+593908004784,"Av. Eloy Alfaro N32-42, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
209,1750000209,Valeria Martinez Ortiz,valeria.martinez209@gmail.com,+593908004807,"Calle Esmeraldas N36-51, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
210,1750000210,Diego Sanchez Delgado,diego.sanchez210@gmail.com,+593908004830,"Av. Amazonas N40-60, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
211,1750000211,Andrea Flores Martinez,andrea.flores211@gmail.com,+593908004853,"Calle Guayaquil N44-69, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
212,1750000212,Daniel Silva Diaz,daniel.silva212@gmail.com,+593908004876,"Av. De los Shyris N48-78, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
213,1750000213,Carla Viteri Cabrera,carla.viteri213@gmail.com,+593908004899,"Calle Venezuela N52-87, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
214,1750000214,Mario Morales Mora,mario.morales214@gmail.com,+593908004922,"Av. 10 de Agosto N56-16, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
215,1750000215,Veronica Delgado Sanchez,veronica.delgado215@gmail.com,+593908004945,"Calle Flores N60-25, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
216,1750000216,Manuel Mora Alvear,manuel.mora216@gmail.com,+593908004968,"Av. Republica N64-34, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
217,1750000217,Estefania Lopez Rivas,estefania.lopez217@gmail.com,+593908004991,"Calle Bolivar N68-43, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
218,1750000218,Alejandro Perez Lopez,alejandro.perez218@gmail.com,+593908005014,"Av. Eloy Alfaro N72-52, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
219,1750000219,Adriana Torres Flores,adriana.torres219@gmail.com,+593908005037,"Calle Esmeraldas N76-61, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
220,1750000220,Juan Castro Cardenas,juan.castro220@gmail.com,+593908005060,"Av. Amazonas N80-70, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
221,1750000221,Ana Ortiz Solis,ana.ortiz221@gmail.com,+593908005083,"Calle Guayaquil N84-79, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
222,1750000222,Luis Cabrera Perez,luis.cabrera222@gmail.com,+593908005106,"Av. De los Shyris N88-88, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
223,1750000223,Gabriela Rivas Silva,gabriela.rivas223@gmail.com,+593908005129,"Calle Venezuela N92-17, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
224,1750000224,Jorge Solis Espinosa,jorge.solis224@gmail.com,+593908005152,"Av. 10 de Agosto N96-26, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
225,1750000225,Silvia Gomez Gomez,silvia.gomez225@gmail.com,+593908005175,"Calle Flores N10-35, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
226,1750000226,Jose Rodriguez Torres,jose.rodriguez226@gmail.com,+593908005198,"Av. Republica N14-44, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
227,1750000227,Camila Ramirez Viteri,camila.ramirez227@gmail.com,+593908005221,"Calle Bolivar N18-53, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
228,1750000228,David Diaz Vega,david.diaz228@gmail.com,+593908005244,"Av. Eloy Alfaro N22-62, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
229,1750000229,Valeria Alvear Rodriguez,valeria.alvear229@gmail.com,+593908005267,"Calle Esmeraldas N26-71, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
230,1750000230,Diego Cardenas Castro,diego.cardenas230@gmail.com,+593908005290,"Av. Amazonas N30-80, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
231,1750000231,Andrea Espinosa Morales,andrea.espinosa231@gmail.com,+593908005313,"Calle Guayaquil N34-89, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
232,1750000232,Daniel Vega Paredes,daniel.vega232@gmail.com,+593908005336,"Av. De los Shyris N38-18, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
233,1750000233,Carla Paredes Ramirez,carla.paredes233@gmail.com,+593908005359,"Calle Venezuela N42-27, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
234,1750000234,Mario Martinez Ortiz,mario.martinez234@gmail.com,+593908005382,"Av. 10 de Agosto N46-36, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
235,1750000235,Veronica Sanchez Delgado,veronica.sanchez235@gmail.com,+593908005405,"Calle Flores N50-45, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
236,1750000236,Manuel Flores Martinez,manuel.flores236@gmail.com,+593908005428,"Av. Republica N54-54, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
237,1750000237,Estefania Silva Diaz,estefania.silva237@gmail.com,+593908005451,"Calle Bolivar N58-63, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
238,1750000238,Alejandro Viteri Cabrera,alejandro.viteri238@gmail.com,+593908005474,"Av. Eloy Alfaro N62-72, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
239,1750000239,Adriana Morales Mora,adriana.morales239@gmail.com,+593908005497,"Calle Esmeraldas N66-81, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
240,1750000240,Juan Delgado Sanchez,juan.delgado240@gmail.com,+593908005520,"Av. Amazonas N70-10, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
241,1750000241,Ana Mora Alvear,ana.mora241@gmail.com,+593908005543,"Calle Guayaquil N74-19, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
242,1750000242,Luis Lopez Rivas,luis.lopez242@gmail.com,+593908005566,"Av. De los Shyris N78-28, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
243,1750000243,Gabriela Perez Lopez,gabriela.perez243@gmail.com,+593908005589,"Calle Venezuela N82-37, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
244,1750000244,Jorge Torres Flores,jorge.torres244@gmail.com,+593908005612,"Av. 10 de Agosto N86-46, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
245,1750000245,Silvia Castro Cardenas,silvia.castro245@gmail.com,+593908005635,"Calle Flores N90-55, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
246,1750000246,Jose Ortiz Solis,jose.ortiz246@gmail.com,+593908005658,"Av. Republica N94-64, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
247,1750000247,Camila Cabrera Perez,camila.cabrera247@gmail.com,+593908005681,"Calle Bolivar N98-73, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
248,1750000248,David Rivas Silva,david.rivas248@gmail.com,+593908005704,"Av. Eloy Alfaro N12-82, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
249,1750000249,Valeria Solis Espinosa,valeria.solis249@gmail.com,+593908005727,"Calle Esmeraldas N16-11, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
250,1750000250,Diego Gomez Gomez,diego.gomez250@gmail.com,+593908005750,"Av. Amazonas N20-20, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
251,1750000251,Andrea Rodriguez Torres,andrea.rodriguez251@gmail.com,+593908005773,"Calle Guayaquil N24-29, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
252,1750000252,Daniel Ramirez Viteri,daniel.ramirez252@gmail.com,+593908005796,"Av. De los Shyris N28-38, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
253,1750000253,Carla Diaz Vega,carla.diaz253@gmail.com,+593908005819,"Calle Venezuela N32-47, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
254,1750000254,Mario Alvear Rodriguez,mario.alvear254@gmail.com,+593908005842,"Av. 10 de Agosto N36-56, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
255,1750000255,Veronica Cardenas Castro,veronica.cardenas255@gmail.com,+593908005865,"Calle Flores N40-65, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
256,1750000256,Manuel Espinosa Morales,manuel.espinosa256@gmail.com,+593908005888,"Av. Republica N44-74, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
257,1750000257,Estefania Vega Paredes,estefania.vega257@gmail.com,+593908005911,"Calle Bolivar N48-83, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
258,1750000258,Alejandro Paredes Ramirez,alejandro.paredes258@gmail.com,+593908005934,"Av. Eloy Alfaro N52-12, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
259,1750000259,Adriana Martinez Ortiz,adriana.martinez259@gmail.com,+593908005957,"Calle Esmeraldas N56-21, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
260,1750000260,Juan Sanchez Delgado,juan.sanchez260@gmail.com,+593908005980,"Av. Amazonas N60-30, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
261,1750000261,Ana Flores Martinez,ana.flores261@gmail.com,+593908006003,"Calle Guayaquil N64-39, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
262,1750000262,Luis Silva Diaz,luis.silva262@gmail.com,+593908006026,"Av. De los Shyris N68-48, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
263,1750000263,Gabriela Viteri Cabrera,gabriela.viteri263@gmail.com,+593908006049,"Calle Venezuela N72-57, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
264,1750000264,Jorge Morales Mora,jorge.morales264@gmail.com,+593908006072,"Av. 10 de Agosto N76-66, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
265,1750000265,Silvia Delgado Sanchez,silvia.delgado265@gmail.com,+593908006095,"Calle Flores N80-75, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
266,1750000266,Jose Mora Alvear,jose.mora266@gmail.com,+593908006118,"Av. Republica N84-84, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
267,1750000267,Camila Lopez Rivas,camila.lopez267@gmail.com,+593908006141,"Calle Bolivar N88-13, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
